GDPC1,GDPC1_diff,GDPC1_sma_3,GDPC1_sma_5,GDPC1_ewm,CPIAUCSL,CPIAUCSL_diff,CPIAUCSL_sma_3,CPIAUCSL_sma_5,CPIAUCSL_ewm,UNRATE,UNRATE_diff,UNRATE_sma_3,UNRATE_sma_5,UNRATE_ewm,PAYEMS,PAYEMS_diff,PAYEMS_sma_3,PAYEMS_sma_5,PAYEMS_ewm,RRSFS,RRSFS_diff,RRSFS_sma_3,RRSFS_sma_5,RRSFS_ewm,GFDEBTN,GFDEBTN_diff,GFDEBTN_sma_3,GFDEBTN_sma_5,GFDEBTN_ewm,VIXCLS,VIXCLS_diff,VIXCLS_sma_3,VIXCLS_sma_5,VIXCLS_ewm,prob_topic_1,prob_topic_2,prob_topic_3,prob_topic_4,prob_topic_5,prob_topic_6,sentiments,target
15698.358,0.1721290329002894,15690.439555555555,15713.011600000002,15491.409975330753,212.687,0.24178268779398285,212.102,211.266,204.5763305410483,4.9,-1.9999999999999927,4.966666666666668,4.86,4.702439194009138,138324.0,-0.05707968757902647,138373.0,138315.4,137098.91056449583,174826.0,-1.1461496270914262,176232.66666666666,177559.0,177909.35745171472,9455731.333333334,0.19218175027802586,9420481.777777778,9357852.666666666,8804420.54975608,26.54,1.2977099236641216,25.08,23.327999999999996,16.1334601943112,2.6350514303885575e-07,0.819437563419342,0.0052193156443536,0.142723724246025,0.0047669215127825,0.0278522241860628,0.0,-1
15725.333,0.17183325797513577,15698.358,15705.684799999999,15502.820854582911,213.448,0.35780278061188303,212.7696666666667,212.11759999999998,205.0090949048996,5.1,4.0816326530612095,5.0,4.9399999999999995,4.721832404057473,138275.0,-0.03542407680518204,138334.0,138335.6,137156.28078086188,174630.0,-0.11211147083385767,175436.33333333334,176604.8,177749.3887955335,9473868.666666666,0.19181312046583202,9455731.333333334,9406792.0,8837076.555459036,25.61,-3.504144687264506,26.116666666666664,24.744,16.595730428735045,4.791854166796838e-07,0.0073545654304325,4.791854166796838e-07,0.99230694770813,4.791854166796838e-07,0.0003370309714227,-0.1,-1
15752.308,0.17153849778570898,15725.332999999999,15709.791933333332,15514.990959237402,213.942,0.23143810202016407,213.359,212.73920000000004,205.44484637295326,5.0,-1.9607843137254832,5.0,5.0,4.73540155507906,138035.0,-0.173567166877599,138211.33333333334,138285.8,137199.14513301494,174146.0,-0.27715741854206033,174534.0,175494.8,177573.61373233673,9492006.0,0.19144590210701629,9473868.666666666,9445464.0,8869024.333241522,20.79,-18.820773135493948,24.313333333333333,24.328,16.800328944406505,2.0470686479256986e-07,0.820952832698822,0.017699534073472,0.0978454425930976,0.0309687536209821,0.032533261924982,-0.2,-1
15723.882666666666,-0.1804518635195204,15733.841222222223,15714.252933333333,15525.180798624195,215.208,0.5917491656617172,214.19933333333333,213.4918,205.92109776939458,5.4,8.000000000000007,5.166666666666667,5.08,4.7678209914166665,137858.0,-0.12822834788278334,138056.0,138179.0,137231.2843948191,174731.0,0.33592502842442545,174502.33333333334,175037.2,177434.9496478325,9669579.0,1.870763672083646,9545151.222222222,9505755.8,8908075.780400474,17.83,-14.237614237614244,21.409999999999997,23.394,16.850556800776918,2.335616926529838e-07,0.2748008966445923,0.0133733730763196,0.0541549772024154,0.005772802978754,0.6518977284431458,0.1,-1
15695.457333333334,-0.18077808093539158,15723.882666666666,15719.0678,15533.486971049031,217.463,1.0478235009850914,215.5376666666667,214.5496,206.48411739039972,5.6,3.7037037037036904,5.333333333333333,5.2,4.808415089396341,137687.0,-0.12404067953981632,137860.0,138035.8,137253.5144243401,173112.0,-0.9265671231779136,173996.33333333334,174289.0,177224.07405525527,9847152.0,1.836408803320186,9669579.0,9587667.4,8953884.3764785,23.95,34.32417274256871,20.856666666666666,22.944,17.196871103178044,8.681145686750824e-07,0.003824648912996,8.681145686750824e-07,0.9947919249534608,8.681145686750824e-07,0.0013808803632855,0.2,1
15667.032,-0.1811054799465193,15695.457333333334,15712.8026,15540.001362705176,219.016,0.7141444751520936,217.229,215.8154,207.0954287372095,5.8,3.5714285714285747,5.6000000000000005,5.38,4.856785085035544,137491.0,-0.14235185602126563,137678.66666666666,137869.2,137265.0990865674,171238.0,-1.082536161560146,173027.0,173571.4,176932.0704428038,10024725.0,1.8032929724249205,9847152.0,9701466.133333333,9006120.50445516,22.94,-4.217118997912309,21.573333333333334,22.224,17.477023732291308,4.175254559868337e-07,0.7988052368164062,0.1103865280747413,0.0007109532598406,0.0166638903319835,0.0734330043196678,-0.1,-1
15554.030333333332,-0.7212704146303334,15638.83988888889,15678.542066666667,15540.685702735816,218.69,-0.14884757278006785,218.38966666666667,216.8638,207.6610175792968,6.1,5.172413793103446,5.833333333333333,5.58,4.91742971503381,137213.0,-0.2021950527670902,137463.66666666666,137656.8,137262.55766771044,170234.0,-0.586318457351756,171528.0,172692.2,176605.3352992524,10249751.666666666,2.2447166048611416,10040542.888888888,9856642.733333332,9066785.439197185,20.65,-9.98256320836967,22.513333333333332,21.232,17.63180306242344,5.258702344690391e-07,0.9551569223403932,0.0243915785104036,0.0020047165453433,0.0036755118053406,0.0147707862779498,-0.1,-1
15441.028666666669,-0.7265105200707574,15554.030333333334,15616.286199999999,15535.824383903175,218.877,0.08550916822900537,218.86100000000002,217.8508,208.20813867298963,6.1,0.0,6.0,5.8,4.975116070398014,136753.0,-0.3352452027140285,137152.33333333334,137400.4,137237.7011961148,167550.0,-1.5766533124992659,169674.0,171373.0,176163.61162611813,10474778.333333334,2.1954353040423378,10249751.666666666,10053197.2,9135468.019398948,39.39,90.75060532687654,27.659999999999997,24.951999999999998,18.69317852279303,2.689701261715527e-07,0.9651496410369872,0.0112498542293906,0.0130733409896492,0.0025570038706064,0.0079698711633682,-0.1,1
15328.027,-0.7318273225579282,15441.028666666667,15537.115066666665,15525.6879261518,216.995,-0.8598436564828671,218.18733333333333,218.20819999999998,208.636766054795,6.5,6.557377049180333,6.233333333333333,6.02,5.049500652329819,136272.0,-0.35172902971049996,136746.0,137083.2,137190.59382069454,162654.0,-2.9221128021486122,166812.66666666666,168957.6,175504.60618094163,10699805.0,2.1482713954010424,10474778.333333334,10259242.4,9211777.140403876,59.89,52.04366590505204,39.97666666666667,33.364,20.70277957046166,1.0276131661157706e-06,0.0515782497823238,1.0276131661157706e-06,0.9480846524238586,1.0276131661157706e-06,0.0003340442199259,-0.1,-1
15270.664666666667,-0.3742316824815912,15346.573444444446,15452.156533333333,15513.247767152525,213.153,-1.7705477084725516,216.34166666666667,217.3462,208.85707014968307,6.8,4.615384615384613,6.466666666666666,6.26,5.134890864411291,135545.0,-0.5334918398497124,136190.0,136654.8,137110.32095139238,159205.0,-2.1204520024100235,163136.33333333334,166176.2,174709.5034404079,10842183.666666666,1.33066599500333,10672255.666666666,10458248.733333332,9291309.166075232,55.28,-7.6974453164134236,51.52,39.63,22.389473249951333,2.221010504399601e-07,0.7512650489807129,0.139485165476799,0.0125526338815689,0.0049749254249036,0.0917220488190651,0.0,1
15213.302333333331,-0.3756374367813124,15270.664666666666,15361.4106,15498.616282575978,211.398,-0.8233522399403224,213.84866666666667,215.82260000000002,208.9810179472595,7.3,7.352941176470589,6.866666666666667,6.56,5.240505944196107,134839.0,-0.5208602309196209,135552.0,136124.4,136999.524807422,157093.0,-1.3265915015231933,159650.66666666666,163347.2,173850.1618091685,10984562.333333334,1.3131917982942727,10842183.666666666,10650216.2,9373906.881551236,40.0,-27.641099855282203,51.723333333333336,43.041999999999994,23.24852333531956,2.531958784857125e-07,0.9321324229240416,0.048499409109354,0.0021346062421798,0.0022629350423812,0.014970370568335,0.0,-1
15155.94,-0.3770537919807599,15213.302333333333,15281.792533333335,15481.900366352758,211.933,0.2530771341261491,212.16133333333332,214.4712,209.12501707178342,7.8,6.8493150684931505,7.3,6.9,5.365359312771907,134055.0,-0.5814341548068437,134813.0,135492.8,136855.8894509624,158979.0,1.2005627239915209,158425.66666666666,161096.2,173124.739281892,11126941.0,1.2961705923831774,10984562.333333334,10825654.066666666,9459420.740987761,44.84,12.100000000000009,46.70666666666667,47.88,24.30176609945031,1.0427336292195832e-06,0.0665958002209663,1.0427336292195832e-06,0.9320561289787292,1.0427336292195832e-06,0.001344982185401,0.0,1
15148.665666666668,-0.04799658307787464,15172.636,15223.319933333332,15465.645015148559,212.705,0.3642660652187341,212.01199999999997,213.2368,209.29965038535494,8.3,6.410256410256422,7.8,7.340000000000001,5.508512517026936,133312.0,-0.5542501212189027,134068.66666666666,134804.6,136683.01679481787,157766.0,-0.7629938545342466,157946.0,159139.4,172375.53248765334,11266385.666666666,1.2532165549063847,11125963.0,10983975.533333333,9547565.371508684,46.35,3.3675289919714495,43.73,49.272000000000006,25.377289704355174,1.800640632154682e-07,0.5754636526107788,0.0043690470047295,0.2941347658634186,0.0005470247124321,0.1254853308200836,0.1,-1
15141.391333333331,-0.04801963085991801,15148.665666666668,15185.992799999998,15449.827762377083,212.495,-0.09872828565384356,212.37766666666667,212.33679999999998,209.45552109826446,8.7,4.819277108433717,8.266666666666667,7.779999999999999,5.664194833269524,132512.0,-0.6000960153624579,133293.0,134052.6,136479.55256092432,155179.0,-1.6397702927119913,157308.0,157644.4,171536.67724435317,11405830.333333334,1.2377054256116617,11266385.666666666,11125180.6,9638212.442817202,44.14,-4.768069039913702,45.10999999999999,46.122,26.292543865118336,2.267387202437021e-07,0.8976781368255615,0.0090709496289491,0.0812715664505958,0.0008447213331237,0.0111344438046216,-0.1,-1
15134.117,-0.04804270078745526,15141.391333333333,15158.683266666665,15434.427237383079,212.709,0.10070825195886898,212.63633333333334,212.248,209.61422738615397,9.0,3.4482758620689737,8.666666666666666,8.22,5.826917036524669,131817.0,-0.5244808017387105,132547.0,133307.0,136252.11097258652,155777.0,0.38536142132633927,156240.66666666666,156958.8,170767.91250072618,11545275.0,1.222573566250074,11405830.333333334,11265798.866666667,9731239.884630997,36.5,-17.308563661078388,42.33,42.366,26.79046855462476,1.3060758874416931e-06,0.036837600171566,1.3060758874416931e-06,0.9568432569503784,2.50819357461296e-05,0.0062914891168475,0.1,1
15152.485333333334,0.12137036692219172,15142.664555555553,15146.519866666666,15420.673973770896,213.022,0.14714939189220397,212.742,212.5728,209.7804601965855,9.4,4.444444444444448,9.033333333333333,8.639999999999999,6.001213766450295,131475.0,-0.25945060197091424,131934.66666666666,132634.2,136019.0811690457,156911.0,0.7279636916874763,155955.66666666666,156922.4,170091.96554947124,11666792.666666666,1.0525315912064983,11539299.333333334,11402244.933333334,9825657.093510786,28.92,-20.767123287671225,36.52,40.15,26.894348137325988,2.1238085423647135e-07,0.6179583072662354,0.0967411324381828,0.1365721523761749,0.0062223668210208,0.1425058543682098,0.2,-1
15170.853666666666,0.12122323783362607,15152.485333333332,15149.502599999998,15408.487617326786,214.79,0.8299612246622419,213.50699999999998,213.1442,210.024827991874,9.5,1.0638297872340388,9.299999999999999,8.98,6.171886265647842,131008.0,-0.3552006084806998,131433.33333333334,132024.8,135774.6381851898,158240.0,0.8469769487161513,156976.0,156774.6,169513.8208885214,11788310.333333334,1.0415687510574994,11666792.666666666,11534518.8,9921396.275941154,26.35,-8.8865836791148,30.590000000000003,36.452000000000005,26.867794569651547,6.926604783075163e-07,6.926604783075163e-07,6.926604783075163e-07,0.999996542930603,6.926604783075163e-07,6.926604783075163e-07,0.1,1
15189.222,0.12107646502248331,15170.853666666668,15157.613866666667,15397.791733554746,214.726,-0.029796545463007102,214.17933333333335,213.5484,210.254153455685,9.5,0.0,9.466666666666667,9.219999999999999,6.334233277079655,130668.0,-0.25952613580850026,131050.33333333333,131496.0,135525.53388347322,158582.0,0.2161274014155713,157911.0,156937.8,168980.56133298375,11909828.0,1.0308319278213722,11788310.333333334,11663207.266666668,10018392.945407437,25.92,-1.6318785578747619,27.063333333333333,32.366,26.821560688205132,3.0277212204055104e-07,0.7972924709320068,0.0510478839278221,0.1025779694318771,0.0064374604262411,0.0426438488066196,-0.1,-1
15244.834,0.36612803473410943,15201.636555555555,15178.3024,15390.330380698417,215.445,0.3348453377793067,214.987,214.1384,210.50736548223693,9.6,1.0526315789473648,9.533333333333333,9.4,6.493538970880646,130485.0,-0.14004959133070072,130720.33333333333,131090.6,135279.6541818404,160908.0,1.4667490635759417,159243.33333333334,158083.6,168586.777853326,12043668.333333334,1.123780572929634,11913935.555555558,11790774.866666665,10117186.866769675,26.01,0.34722222222222165,26.093333333333334,28.740000000000002,26.781972361951222,2.676053725281236e-07,0.4800796508789062,0.196468099951744,0.0132093112915754,0.071387879550457,0.2388548403978347,0.0,-1
15300.446,0.3647924273888398,15244.834,15211.5682,15385.945776761908,215.861,0.1930887233400621,215.34399999999997,214.7688,210.76851838554245,9.8,2.0833333333333446,9.633333333333335,9.559999999999999,6.654829752788907,130244.0,-0.18469555887649922,130465.66666666667,130776.0,135034.01251443353,156817.0,-2.54244661545728,158769.0,158291.6,168012.6423482857,12177508.666666666,1.1112920883324342,12043668.333333334,11917221.6,10217690.369203674,25.61,-1.5378700499807847,25.846666666666668,26.562,26.724802978441407,5.357355803425889e-07,0.0019632633775472,5.357355803425889e-07,0.9980345964431764,5.357355803425889e-07,5.357355803425889e-07,0.3,-1
15356.058,0.36346652901491233,15300.446000000002,15252.282733333335,15384.487836432058,216.509,0.3001931798703778,215.9383333333333,215.4662,211.0485418789306,10.0,2.0408163265306047,9.799999999999999,9.680000000000001,6.818008789238229,130045.0,-0.15279014772273578,130258.0,130490.0,134790.64605031483,157801.0,0.6274829897268791,158508.66666666666,158469.6,167514.51345324737,12311349.0,1.099078120138755,12177508.666666666,12046132.866666667,10319820.05851081,30.69,19.836001561889894,27.436666666666667,26.916000000000004,26.918227223395483,2.542775803249242e-07,0.6448918581008911,0.140325129032135,0.1024595275521278,0.0157880950719118,0.096535176038742,-0.1,1
