GDPC1,CPIAUCSL,UNRATE,PAYEMS,RRSFS,GFDEBTN,VIXCLS,prob_topic_1,prob_topic_2,prob_topic_3,prob_topic_4,prob_topic_5,prob_topic_6,sentiments,target
18028.467666666667,243.766,4.4,145934.0,193913.0,19845176.0,12.37,2.2222995994525263e-06,2.2222995994525263e-06,0.0102889407426118,0.98644757270813,2.2222995994525263e-06,0.003256830619648,-0.1,1
18054.052,244.274,4.5,146154.0,194591.0,19844554.0,10.82,1.1929759011763965e-06,1.1929759011763965e-06,0.7177877426147461,0.2822074592113495,1.1929759011763965e-06,1.1929759011763965e-06,-0.3,1
18097.91333333333,244.069,4.4,146295.0,193897.0,19978002.666666668,10.41,7.928941840873449e-07,5.269007488095667e-06,0.4088249802589416,0.5911542773246765,1.3891465641791e-05,7.928941840873449e-07,-0.1,0
18141.774666666664,244.218,4.3,146506.0,194416.0,20111451.33333333,11.18,1.0150954494747566e-06,0.0012142084306105,0.6577725410461426,0.3409661054611206,4.508690108195879e-05,1.0150954494747566e-06,-0.1,1
18185.636,244.28,4.3,146734.0,194467.0,20244900.0,10.26,5.074899490864482e-06,5.074899490864482e-06,5.074899490864482e-06,0.9999746084213256,5.074899490864482e-06,5.074899490864482e-06,0.0,1
18243.568,245.205,4.4,146924.0,193982.0,20327515.666666668,10.59,8.573370564590732e-07,8.573370564590732e-07,0.7916948795318604,0.2082912623882293,1.1288998393865768e-05,8.573370564590732e-07,-0.1,0
18301.5,246.551,4.2,146966.0,197142.0,20410131.33333333,9.51,2.2164306301419856e-06,2.2164306301419856e-06,0.1070891618728637,0.8929019570350647,2.2164306301419856e-06,2.2164306301419856e-06,0.0,-1
18359.432,246.657,4.1,147215.0,197292.0,20492747.0,10.18,1.362146804240183e-06,1.362146804240183e-06,0.4827907681465149,0.5172038078308105,1.362146804240183e-06,1.362146804240183e-06,0.4,1
18416.449,247.378,4.2,147411.0,198339.0,20691712.33333333,11.28,1.0770160088213745e-06,1.0770160088213745e-06,0.6722173690795898,0.3277783393859863,1.0770160088213745e-06,1.0770160088213745e-06,0.0,0
18473.466,247.736,4.1,147590.0,199001.0,20890677.666666668,11.04,1.0258559086651076e-05,1.0258559086651076e-05,1.0258559086651076e-05,0.9999487400054932,1.0258559086651076e-05,1.0258559086651076e-05,0.3,1
18530.483,248.721,4.0,147671.0,198053.0,21089643.0,13.54,1.0781484434119193e-06,1.0781484434119193e-06,0.6761706471443176,0.3238250613212585,1.0781484434119193e-06,1.0781484434119193e-06,0.4,1
18571.783,249.3,4.1,148049.0,198482.0,21124785.33333333,19.85,1.1099906487288536e-06,5.410106314229779e-05,0.718177080154419,0.2816455364227295,1.1099906487288536e-06,0.0001211172566399,0.2,1
18613.083,249.517,4.0,148244.0,198282.0,21159927.666666668,19.97,1.8227927967018327e-06,1.8227927967018327e-06,1.8227927967018327e-06,0.999990940093994,1.8227927967018327e-06,1.8227927967018327e-06,0.3,1
18654.383,250.275,4.0,148397.0,198169.0,21195070.0,15.93,1.0848649480976746e-06,1.0848649480976746e-06,0.1476668417453766,0.8523288369178772,1.0848649480976746e-06,1.0848649480976746e-06,0.4,1
18687.04033333333,250.786,3.8,148667.0,200311.0,21302066.0,15.43,9.867063681667787e-07,9.867063681667787e-07,0.8184038400650024,0.1815921813249588,9.867063681667787e-07,9.867063681667787e-07,0.3,1
18719.697666666667,251.152,4.0,148881.0,199534.0,21409062.0,16.09,3.897062470059609e-06,3.897062470059609e-06,0.0270130038261413,0.9729714393615724,3.897062470059609e-06,3.897062470059609e-06,0.4,1
18752.355,251.345,3.8,149030.0,200455.0,21516058.0,12.83,1.8529581211623736e-06,1.8529581211623736e-06,0.8500057458877563,0.1499868035316467,1.8529581211623736e-06,1.8529581211623736e-06,0.6,0
18772.877666666667,251.735,3.8,149259.0,199764.0,21668737.33333333,12.86,1.1301907534289055e-06,0.0004208705795463,0.9330651164054872,0.0664161220192909,9.567575762048364e-05,1.1301907534289055e-06,0.0,0
18793.40033333333,252.183,3.7,149364.0,199223.0,21821416.666666668,12.12,1.5318001942432602e-06,1.5318001942432602e-06,0.0501905530691146,0.9456021189689636,1.5318001942432602e-06,0.0042027696035802,0.4,1
18813.923,252.899,3.8,149576.0,200885.0,21974096.0,21.23,1.0655967344064263e-06,1.0655967344064263e-06,0.1739975064992904,0.8259981870651245,1.0655967344064263e-06,1.0655967344064263e-06,0.2,1
18859.397666666668,252.822,3.8,149668.0,201118.0,21992024.0,18.07,9.017525144372484e-07,0.0004366826033219,0.5765473246574402,0.4218759536743164,0.0005580781144089,0.0005810821312479,0.1,0
18904.872333333333,252.493,3.9,149908.0,197051.0,22009952.0,25.42,8.167658620550355e-07,2.748184897427564e-06,0.6264805197715759,0.3735142648220062,8.167658620550355e-07,8.167658620550355e-07,0.4,1
18950.347,252.441,4.0,150145.0,200061.0,22027880.0,16.57,1.7451939129387029e-06,1.7451939129387029e-06,0.0005430694436654,0.9994499683380128,1.7451939129387029e-06,1.7451939129387029e-06,0.4,0
18973.764333333333,252.969,3.8,150095.0,199505.0,22026347.666666668,14.78,5.883080120838713e-07,0.000568869174458,0.3183956444263458,0.6796686053276062,0.0006928115617483,0.000673558213748,-0.2,0
18997.181666666667,254.147,3.8,150263.0,201695.0,22024815.33333333,13.71,3.144705942759174e-06,3.144705942759174e-06,3.144705942759174e-06,0.9999842643737792,3.144705942759174e-06,3.144705942759174e-06,0.4,1
19020.599,255.326,3.7,150482.0,201737.0,22023283.0,13.12,6.709157673867594e-07,0.0003564718645066,0.4030854403972626,0.5956367254257202,0.0005129104829393,0.0004077856719959,0.0,1
19060.980666666663,255.371,3.7,150545.0,202416.0,22255322.666666668,18.71,9.627266308598337e-07,0.0001514160539954,0.5676705837249756,0.431920975446701,0.0001439455954823,0.000112118126708,0.1,-1
19101.36233333333,255.423,3.6,150720.0,202956.0,22487362.33333333,15.08,2.173562734242296e-06,2.173562734242296e-06,0.0875691995024681,0.9124130606651306,2.173562734242296e-06,1.1167063348693771e-05,0.2,0
19141.744,255.925,3.6,150913.0,203900.0,22719402.0,16.12,9.373510465593426e-07,2.411456534900936e-06,0.6598026156425476,0.3401918113231659,1.24006896840001e-06,9.373510465593426e-07,0.1,0
19179.149,256.118,3.7,151108.0,204779.0,22880061.33333333,18.98,6.673956249869661e-07,0.0004255316744092,0.4023841619491577,0.5959713459014893,0.0007394502172246,0.0004788835649378,0.0,-1
19216.554,256.532,3.5,151329.0,203105.0,23040720.666666668,16.24,5.817653914164111e-07,0.0005061925039626,0.3443755507469177,0.6544966697692871,0.0003385916352272,0.0002823763643391,-0.1,-1
19253.959,257.387,3.6,151524.0,203475.0,23201380.0,13.22,1.7376266896462766e-06,1.7376266896462766e-06,0.1244868859648704,0.8755061626434326,1.7376266896462766e-06,1.7376266896462766e-06,0.2,-1
19172.922,257.989,3.6,151758.0,203624.0,23208857.666666668,12.62,9.993879075409495e-07,1.6905322581806104e-06,0.5768805742263794,0.4231119155883789,1.0034717661255854e-06,3.8087237044237554e-06,-0.1,-1
19091.885,258.203,3.6,151919.0,203853.0,23216335.33333333,13.78,6.76349429795664e-07,0.0001481878571212,0.3732704520225525,0.6265252232551575,7.78830326453317e-07,5.47411254956387e-05,-0.1,-1
19010.848,258.687,3.5,152234.0,204425.0,23223813.0,18.84,1.21800405850081e-06,1.21800405850081e-06,0.0001401050103595,0.9998549818992616,1.21800405850081e-06,1.21800405850081e-06,0.5,1
18441.40233333333,258.824,3.5,152523.0,204209.0,24308289.0,40.11,1.050648506861762e-06,0.0181468371301889,0.4848762452602386,0.4959783554077148,0.00098774547223,9.75149123405572e-06,0.0,-1
17871.956666666665,257.989,4.4,150840.0,187886.0,25392765.0,53.54,1.163777028523327e-06,0.0374011695384979,0.2762555181980133,0.6818403601646423,0.0035489979200065,0.0009527560323476,-0.2,-1
17302.511,256.192,14.8,130161.0,161116.0,26477241.0,34.15,2.1140813259989955e-06,2.1140813259989955e-06,2.1140813259989955e-06,0.9999894499778748,2.1140813259989955e-06,2.1140813259989955e-06,0.7,-1
17733.847666666665,255.942,13.3,132994.0,190753.0,26633291.0,27.51,8.31714885407564e-07,0.0019366957712918,0.3742939531803131,0.6211914420127869,0.0015685444232076,0.001008540042676,-0.1,0
18165.18433333333,257.282,11.1,137840.0,205985.0,26789341.0,30.43,8.564852009840251e-07,0.0105619952082633,0.2835717499256134,0.7042690515518188,0.0009916665730997,0.0006047206697985,0.3,1
18596.521,258.604,10.2,139566.0,207237.0,26945391.0,24.46,3.1202821446640883e-06,3.1202821446640883e-06,3.1202821446640883e-06,0.9999843835830688,3.1202821446640883e-06,3.1202821446640883e-06,0.3,1
18662.48933333333,259.511,8.4,141149.0,209395.0,27212860.0,26.41,6.905765417286602e-07,0.000460476410808,0.3278235793113708,0.6707971692085266,0.0005981259746477,0.0003199425991624,-0.1,-1
18728.457666666665,260.149,7.8,141865.0,212481.0,27480329.0,26.37,1.1472925507405307e-06,1.1472925507405307e-06,1.147844159277156e-06,0.9999942779541016,1.1472925507405307e-06,1.1472925507405307e-06,0.4,0
18794.426,260.462,6.9,142545.0,212005.0,27747798.0,38.02,8.155465707204712e-07,0.0012630556011572,0.2775962650775909,0.718867838382721,0.0007782728644087,0.0014937405940145,0.1,0
18794.426,260.927,6.7,142809.0,208966.0,27747798.0,20.57,7.587674986098136e-07,0.0010515840258449,0.2331716418266296,0.7633302807807922,0.0009443035814911,0.0015014664968475,0.1,0
18794.426,261.56,6.7,142503.0,205818.0,27747798.0,22.75,8.28176268896641e-07,8.181165321730077e-05,0.5018332600593567,0.4979199469089508,0.0001633070060051,8.28176268896641e-07,0.1,0
18794.426,262.231,6.3,142736.0,221008.0,27747798.0,33.09,1.981140030693496e-06,1.981140030693496e-06,1.981140030693496e-06,0.9999901056289672,1.981140030693496e-06,1.981140030693496e-06,0.3,-1
18794.426,263.161,6.2,143204.0,214216.0,27747798.0,27.95,1.0955926654787618e-06,0.0038510381709784,0.4749064743518829,0.5156059861183167,0.001821250305511,0.0038141123950481,0.1,0
